transaction_id,date,amount,customer_id,payment_method,merchant_id,location,device_type,transaction_type,transaction_status,merchant_category,currency,time_of_day,day_of_week,device_os,ip_address,customer_age,customer_gender,merchant_name,transaction_fee,customer_income,transaction_description,customer_zipcode,merchant_zipcode,is_fraud
bbac5cf9-075b-4e3a-9ecf-6074229eb764,2022-10-06,2.0799307999138623,143b7b0d-88fb-4438-8833-a609419e8b22,Bank Transfer,d1f1e569-280d-4cb3-922e-9a3c136da3ad,East Jason,Mobile,Payment,Pending,Grocery,JPY,Afternoon,Sunday,Linux,87.133.34.103,34,Male,"Ramos, Rios and Nguyen",4.355224426487038,48065.68451170573,Blood laugh five style especially.,70924,66220,0
afec9adf-b068-47a6-98a2-e74ae56e2e7c,2024-03-06,350.3557475158312,988a8d5f-720a-4986-b99b-262634b9f35f,Credit Card,3d4e851a-7b19-4ae5-aa13-2ab0498d1886,West Chelsea,Mobile,Purchase,Completed,Clothing,EUR,Morning,Saturday,Android,66.134.255.217,65,Male,Thompson-Ward,12.430945128152016,37281.25368510603,Three set open discover.,61736,82204,0
5e6fcfac-64ff-4de6-8f20-99b61afdb169,2024-03-15,178.6429543354675,c9f401f6-9a00-41e5-bc73-0b92ad52b470,PayPal,58d7e57b-d58c-4ecb-829d-1af7a00f8f8b,New Justinport,Mobile,Payment,Failed,Entertainment,AUD,Afternoon,Tuesday,Android,135.169.29.44,69,Other,Keller and Sons,0.526228413548582,36631.277905459356,College make side join there health.,19920,48508,0
89ee0fd9-1b06-45d3-9e65-1d51504e9577,2023-03-28,23.8687625248947,f65d8da8-4ad8-496e-b341-f074fece4f52,Bank Transfer,f9d31c9f-a585-4bfb-b61b-ac565c3fea02,North Larry,Mobile,Payment,Pending,Electronics,EUR,Evening,Monday,Windows,29.105.211.100,49,Other,Phillips PLC,0.25893001556618434,64650.669288641846,Something cultural among baby show home police.,19514,49025,0
9f32f08d-572a-46eb-b816-589934e74d45,2024-01-26,20.067898874966335,959867fb-7878-496a-afef-de0644dfc277,Credit Card,aa4f866a-cd26-43d5-9ff5-ece562b94d5c,Charleschester,Tablet,Transfer,Completed,Grocery,GBP,Evening,Thursday,iOS,78.131.198.118,77,Male,"Nelson, Wong and Atkinson",0.23036971498488015,48349.02637893356,Crime determine appear investment minute act old.,71617,93996,0
6c52f4e8-daf8-43bb-8b4c-48f7f9ca72c2,2023-09-17,20.261142283225706,c3cdd509-a216-47e7-bdd7-a2a17e8775ee,PayPal,44d54dec-1eaa-4dce-983a-3ea960f349ca,East Annville,Mobile,Purchase,Failed,Clothing,JPY,Morning,Tuesday,Windows,182.22.14.145,56,Other,Duke LLC,0.9479770673665906,17743.95419104841,Lay her appear.,29248,85373,0
b6d74274-6f81-4090-83f6-696d51b6b02c,2023-08-27,36.27537294604771,e09aa50b-abd3-445e-a7d1-1760979d8f64,Debit Card,37e23103-b6af-4c5e-a403-87c212e516d5,South Maryland,Mobile,Purchase,Pending,Grocery,GBP,Evening,Sunday,Linux,86.69.60.80,73,Other,"Banks, Butler and Lozano",3.3085428028320614,46650.41223548291,Government structure her low operation cell contain.,55005,54478,0
a14b648e-89e0-47a4-a231-2568f7b4743d,2023-07-19,74.39278308608544,ec638715-5be7-41f4-bb20-830e37a2a646,PayPal,e52250b6-90fc-48a3-8fee-3e0b18fd3e6e,Nicholsstad,Mobile,Transfer,Failed,Grocery,AUD,Morning,Wednesday,Android,115.108.106.187,68,Other,Holland-Smith,2.7792388374675947,67632.597270789,Reach cause level mother morning staff.,42178,62254,0
daabfcdd-3c1a-44f7-85a8-43fb4d4a28ea,2024-02-13,56.55370667803366,8d1d3f73-0f11-4d89-a99c-93f6e97efed1,PayPal,d3b30635-cb2b-4622-8742-771d561b44b2,East Douglas,Mobile,Withdrawal,Pending,Travel,USD,Morning,Friday,iOS,65.134.122.9,68,Other,Washington LLC,0.4396108642754136,69972.49067500954,Hospital official glass bad live space continue.,51612,96268,0
96a4dda1-fb98-45d0-aa37-7a04fa9bcc30,2024-04-10,34.42229925539415,04279c6a-8dce-4709-b08c-a7549bff2f94,Cryptocurrency,242b46d7-418a-4b27-bbe4-cb338ed87a60,South Kaylaborough,Mobile,Withdrawal,Failed,Electronics,EUR,Night,Tuesday,iOS,12.49.55.13,22,Female,Torres-Bridges,1.5302720195380617,56597.56619818244,His force article very something per cultural.,24462,76169,0
e1321eba-107f-471a-a3d9-176e2955498c,2023-03-19,94.63708738997987,e7af3145-12de-426d-be57-3435cefad4e5,Cryptocurrency,1ec71b3c-8a0f-48bb-8eb9-262d9a9c2d59,East Nicoleberg,Mobile,Purchase,Failed,Electronics,GBP,Night,Thursday,iOS,196.135.251.192,59,Female,Chapman LLC,0.8973808711009419,37984.99602818317,Suffer region deal rule hundred southern tax.,52340,28085,0
67018028-9200-4def-b3dd-be1aa5577f98,2023-03-10,15.023452872733866,61b4fc37-0758-4f3e-92b1-b4590a056059,Debit Card,30095f11-b782-4c8f-b4c4-8f1ea9b76c6f,South Mauricestad,Tablet,Transfer,Pending,Electronics,JPY,Afternoon,Tuesday,Linux,115.234.126.151,75,Male,Harrison PLC,3.565625421214108,51940.753940699295,Physical last fill gun guess.,82340,82609,0
c58e901e-1b8f-449c-99d0-239332381878,2023-09-07,34.551551200240226,7d84d9bf-6017-4d46-a5ad-63fc0afbdaff,Debit Card,639bd76f-2a31-4998-acf2-d1437f80123e,Traciberg,Mobile,Payment,Failed,Electronics,JPY,Night,Friday,MacOS,109.164.41.135,72,Male,"Lewis, Ingram and Wells",3.261052175292576,57025.633834232016,Center religious not individual white have go.,98069,32991,0
a6edb66e-e647-4f0d-93d3-780fbdb3302c,2024-04-16,45.6277218220847,a104f530-a89a-4264-b42f-e43e703ba101,PayPal,0d278ca0-0603-4429-942b-78bfcbb7cd0e,North Roger,Mobile,Payment,Failed,Entertainment,USD,Morning,Thursday,MacOS,81.107.146.144,46,Other,"Tucker, Craig and Calderon",3.3229042649546146,77012.87485921077,Skill stage nation reach.,54689,80684,0
56f14b0d-6dc1-433f-95e3-c75d931692aa,2024-03-02,60.893468785977504,95939641-2993-4f9c-925a-1af6e7e21ea9,Bank Transfer,8718970c-8bb9-4aa3-957e-f91a2939f805,Port Eric,Tablet,Purchase,Completed,Entertainment,JPY,Night,Saturday,MacOS,19.236.82.105,53,Female,"Flores, Williams and Bates",1.4899955090846175,35806.73039696747,Wonder free already beyond administration service.,27950,66863,0
9810fe5a-ba95-46af-ad83-62adcc765ae1,2024-03-21,153.7936011030912,76db61d1-f4b9-443c-ad37-825575ba37d3,Debit Card,02664d4d-1ef9-43cb-8fa5-ab2b9ca55e45,Ibarrafurt,Tablet,Transfer,Pending,Electronics,AUD,Evening,Wednesday,Windows,124.231.222.190,56,Male,"Ward, Baldwin and Brock",3.29495517543608,41927.91151057453,Western answer ready office woman himself.,56498,85623,0
4a98ac56-5357-4c61-b641-b1bd6de5867e,2022-12-08,22.273586212869027,c7f89aa2-62ae-4636-8f0e-4874936eec15,PayPal,0a91d235-0ad9-4944-9c0d-ffa562b1c292,Andrewsborough,Desktop,Purchase,Failed,Clothing,USD,Evening,Monday,Windows,159.202.123.215,67,Male,Murphy-Chandler,2.6437025999558226,49841.37450568076,Account beat decide.,06362,58834,0
26b62931-a16c-46a4-9463-e03a8bb6f215,2022-12-26,72.20291550331277,37f4aad2-2955-4701-9609-349e1787e160,Credit Card,305f922f-ff00-418b-b512-d5bad02f672f,East Michaelside,Tablet,Purchase,Pending,Entertainment,AUD,Afternoon,Saturday,Linux,155.123.5.166,28,Female,"Mcdaniel, Friedman and Harris",1.487873855963554,37391.35990273933,It nation investment close image.,25972,13736,0
a58b1945-4f67-4573-ade9-0249047ba7a9,2022-09-21,89.75047213097605,71e03572-7240-40f3-899e-15f0e6c61384,Cryptocurrency,f54337f9-33f3-4fe8-93f9-2f1696717941,Thomasstad,Tablet,Transfer,Failed,Entertainment,EUR,Morning,Sunday,iOS,172.170.131.201,50,Male,"Miranda, Graves and Edwards",2.963466771713337,45364.342658781636,Tonight together cost see role to place.,61044,86615,0
627005b7-8dbf-4f7b-896b-2fe3e9d24ef8,2022-09-10,4.756384975640855,db0c0cbf-95b4-4c8d-aa22-778d02f1a863,Bank Transfer,81327013-806f-42bf-b22d-ce0be7f4bde4,East Herbert,Mobile,Purchase,Pending,Clothing,AUD,Afternoon,Friday,MacOS,184.200.25.236,71,Male,"Cox, Harvey and Jefferson",0.9459714677631488,41902.90570296734,Dog political recent we arrive woman.,87007,94252,0
c596bad9-dc3f-46f0-8397-b33ca256c497,2023-02-20,93.533302064961,737d6b6e-d762-48fb-859f-e18dad90d47a,PayPal,4b82f073-be06-4485-b895-e9beae06a28e,Reyesshire,Desktop,Payment,Pending,Electronics,EUR,Afternoon,Sunday,Android,129.31.1.121,21,Female,"House, Vasquez and Adkins",3.026510555772958,69171.99452195124,Them son employee draw.,30689,01462,0
c810413a-b55b-4b26-9e27-8f2c9232c6f8,2022-10-18,18.696125197741644,f0ef8790-fc03-405d-9032-20624b0e04e4,Credit Card,576a7040-07cc-4eb3-bcfd-6ef923630eef,Fuentesside,Mobile,Withdrawal,Completed,Grocery,AUD,Night,Sunday,MacOS,138.150.32.98,65,Other,"Obrien, Flores and Ortiz",1.953001919362266,52300.14244019012,Brother western range head begin meet.,04534,33101,0
b1530f0a-c988-45a9-b3f7-990f09ec8062,2023-10-10,6.726393087930424,20859a13-5a29-4575-b5e7-5323876312e2,Cryptocurrency,3f528f66-a754-4026-844d-2249f60e2510,North Caseychester,Desktop,Payment,Completed,Entertainment,USD,Afternoon,Tuesday,Linux,5.38.86.19,72,Female,"Beck, Gallegos and Nguyen",3.959242831077101,52868.62257191836,Fly should college but.,82265,94976,0
91afd730-bee7-4bbb-bd6b-f27df89d62c7,2023-05-20,297.3687793506931,4d5b3d1c-e949-4881-b4b0-4a3d7902f765,Credit Card,e5c10b62-f942-4c7e-aa98-c9170807ab83,Cynthiastad,Mobile,Withdrawal,Pending,Grocery,EUR,Night,Wednesday,MacOS,125.138.206.209,50,Male,"Mckay, Rhodes and Mathis",4.457429430357605,48079.173659936576,Bit anything rock anything model.,97247,25738,1
ba6a8761-9228-4cb5-90ed-749a0ec049aa,2023-07-15,337.06303424611724,3098998e-176d-4a0a-a314-13c7162d8f35,PayPal,acd931f9-3f28-4fac-9241-6c147fb2f043,Smithchester,Tablet,Transfer,Failed,Grocery,AUD,Night,Thursday,Android,19.83.95.5,18,Female,"Mooney, Boyer and Cunningham",0.9844437190055366,37743.66605030482,Important quality sort sea manager bit.,11236,42609,1
249e095d-4485-4c99-98b2-9aeac700da44,2022-12-22,165.23315728128767,a35d208e-2436-42c1-b10d-f95e091310c4,Debit Card,f4e2e9be-3d31-4270-b0ad-4127fc044152,North Georgestad,Tablet,Purchase,Pending,Clothing,AUD,Afternoon,Saturday,Android,199.163.129.221,38,Other,Gutierrez Group,0.6789401631164403,68035.00825325516,Trade suggest culture.,66474,46791,0
2b8bfd7b-75d1-44b8-91fd-7af3ffa0b512,2023-09-13,36.32878599687583,71583aec-3885-4d0f-b6ef-f014ce896f9c,Cryptocurrency,d39b6ed5-beae-4b36-95c3-a2a56f1a5bec,Medinaview,Desktop,Withdrawal,Failed,Electronics,JPY,Afternoon,Thursday,Android,21.172.238.47,34,Male,Perkins-Hull,0.6572426342194836,56976.359904722805,Present heart us wall inside hotel professional.,59064,10751,0
0e6746bf-7a4e-45d8-9e1f-d3ba021d6dea,2022-09-03,10.277731500250624,ceedbb91-6b9c-4123-9093-2c64a7a4cadc,Credit Card,abc9bd1b-84a4-43d8-b488-23ef13c6e625,Burtonton,Mobile,Transfer,Pending,Grocery,AUD,Morning,Thursday,Linux,147.84.112.110,51,Male,Contreras Ltd,0.7894001177152054,54591.34825621104,Laugh small issue read push interesting teach.,08306,03745,0
aa323805-2ff9-4edd-a999-1fa31844e7a7,2022-08-06,115.27507630986618,50354a60-efa8-4234-b38d-bc21930c9240,Debit Card,59901cd0-086a-4c1a-babd-80a200ced421,Holtville,Mobile,Transfer,Completed,Electronics,JPY,Night,Sunday,MacOS,81.194.166.93,46,Male,"Anderson, Johnson and Gonzalez",0.10407312560465459,65821.55711991666,Scene gas employee stock show serious.,95901,84138,0
4a3aa1ea-418f-4e6b-9fcb-0bb18a69575d,2023-01-12,58.009084258539836,befb8f5c-260e-4f5c-98d4-a22a609be7ce,Bank Transfer,5a12ef0f-321d-4e1e-88ce-50446e11c62a,South Terri,Tablet,Transfer,Completed,Travel,AUD,Evening,Tuesday,Linux,156.171.70.219,20,Other,Escobar Inc,5.354031996175889,43296.09330991747,Decide improve her find.,91685,25111,0
e5c54a88-40d9-415c-b65b-bb4719555d5b,2024-02-05,13.015223395444863,102b6c31-6c8e-46a7-9598-ef615d30195e,PayPal,b885573f-b110-4395-b1bb-788db93f0f0c,Port Kimberly,Tablet,Payment,Failed,Electronics,GBP,Morning,Saturday,Android,140.175.186.125,66,Male,"Mills, Ellis and Sanchez",0.2647366061661552,74274.09883814876,Game these college option can cover but.,73498,10985,0
0de211d2-a7b3-49a6-8d33-7d174a48940e,2024-04-08,68.35472281341501,785b60de-d28d-4364-955a-9ad7d3519ecc,PayPal,ebb9c3f3-39b5-4580-b066-519249c2e83d,Port Matthewshire,Desktop,Payment,Pending,Clothing,JPY,Night,Friday,MacOS,160.93.133.74,41,Male,Garcia-Rogers,4.206714363935219,44573.965252156544,Democratic two able push country pass.,64579,42128,0
9dbb528f-0a06-47a0-8c92-8121a866aee7,2022-11-03,3.4993721443479084,18ed41dc-7f9a-4f9b-80de-10b3805f1ad4,Cryptocurrency,1fee2c0e-56d3-4b85-9fe6-c93fc4446733,West Sarah,Tablet,Withdrawal,Failed,Clothing,USD,Night,Saturday,Windows,201.123.106.184,51,Other,"Phillips, Carter and Reyes",1.3371750590420715,65513.96569715728,Feeling list year physical.,82931,88549,0
b2adcf89-c464-403b-8f1d-3874984fae22,2022-12-19,240.04228873930236,f8fd65bb-f5fc-47b4-b05b-e196fa0164a7,Credit Card,8526cfe1-3175-4de4-8ac5-26b230b8b943,Victoriafurt,Desktop,Withdrawal,Completed,Travel,USD,Night,Wednesday,Linux,181.171.250.91,19,Female,Long-Miranda,4.612200831338135,33282.193827432944,Any finish sister let have meeting.,46086,96149,1
c067172b-56bf-40df-8ad6-6aa58bddbaaa,2024-04-22,29.94577768406861,683914d5-b988-44f4-9eb4-820bf2f9f5ba,Bank Transfer,967bd96b-ae62-444b-8793-b6a984acf4c5,Fergusonburgh,Desktop,Payment,Pending,Clothing,EUR,Night,Thursday,Windows,101.76.187.73,48,Other,"Kelly, Kerr and Cross",5.3939674460105795,49136.6773460685,Third model single.,49822,83638,0
d629fba8-b281-498e-b9d8-9510f96ecb44,2023-06-09,108.62557985649804,2394c7b1-4a76-4bb5-b2bc-6f4478775709,Cryptocurrency,6654a096-c454-45ba-af9f-cfe258d6a10e,Arthurstad,Desktop,Withdrawal,Completed,Electronics,USD,Night,Monday,Windows,222.44.47.240,57,Female,Williams LLC,3.4430817753929612,65943.63918347066,Explain office miss treatment form hot.,04731,73074,0
d8925825-789c-4b79-951d-db7ea384e831,2023-01-27,343.53704582743507,6ce40df9-b57d-43e9-a16f-01cb724af137,Cryptocurrency,2c8de163-a4b7-4c41-bea2-b4e9771cd19c,San Francisco,Smart Fridge,Withdrawal,Completed,Electronics,EUR,Morning,Friday,iOS,4.245.81.228,24,Male,Melendez Inc,1.0449998226932253,54508.315094398065,Serve day everybody hundred issue.,10375,44248,1
c443d620-814c-4c98-b27e-366c200c727d,2023-08-17,73.41108959092286,5249f176-e1ca-4078-a088-2f44a49d7381,Credit Card,9c9460c2-9db5-4290-bc57-6b303dffe713,West Adam,Tablet,Purchase,Pending,Electronics,USD,Night,Wednesday,Android,177.206.14.29,68,Other,Heath LLC,1.0636430653171252,72089.16591732735,Training approach here approach vote certainly relate.,96811,29234,0
7e8b388f-8040-4f10-b7ab-e8878b7536ee,2022-11-30,79.12237979817975,2d8adbdd-9d94-4070-9f92-d60e5f7b9449,Bank Transfer,885d6e19-da64-46dc-a6ff-9e5d99fba84b,Whiteville,Desktop,Withdrawal,Failed,Clothing,JPY,Afternoon,Wednesday,Windows,50.156.1.70,46,Other,"Pittman, Olson and Valencia",6.788132599765219,43378.71460490462,Study reflect condition maintain attorney outside actually.,09264,14013,0
9d517e6d-ce61-40d7-ab1a-62840235a028,2022-07-14,20.438859950790576,0041f755-f2b7-473b-af65-fb37335b353f,Credit Card,118ba9d3-a2df-4ed5-97ab-18a891e21ee1,Lake Angelashire,Tablet,Transfer,Pending,Electronics,GBP,Evening,Thursday,Linux,53.244.171.186,78,Female,Simmons-Adams,0.8212180515436537,58793.95236859469,Sound idea property team age style admit.,85244,07611,0
f93b8917-f15a-4940-8656-e88bc1986183,2024-01-15,349.28071327362267,252277e0-e097-4479-a5c9-8772446fcd6e,PayPal,feedcbf9-45ec-4a93-bae6-08a88aff7c53,East Sarashire,Desktop,Purchase,Completed,Entertainment,EUR,Morning,Monday,Android,42.27.205.119,70,Other,"Oconnell, Taylor and Campbell",1.059212491529267,33053.12196410673,Maybe head degree she reach certainly.,01815,44636,0
f001b094-a070-4814-9a0c-49b699e340da,2022-10-20,149.22453771381407,28718f9f-1d41-4149-b6b8-dcaceda17842,Debit Card,8e2a8083-3226-41cc-977b-413c90397776,Jamesshire,Tablet,Withdrawal,Completed,Travel,GBP,Morning,Thursday,Android,80.57.114.104,68,Female,Cole-Cross,0.6873776600057028,59283.87031687404,Able simply drop road after.,79691,91502,0
9262acb6-c6cf-45e9-8494-da53ee0b2f69,2022-06-27,280.50944192915824,88116807-1227-4f43-a7a2-9a01525f26fe,PayPal,3f9db1fb-4197-4a84-aace-eff24232a110,Laurenfort,Desktop,Purchase,Completed,Entertainment,AUD,Evening,Friday,Linux,20.143.194.112,28,Female,Rodriguez-Cox,1.4419551716029526,48688.39668421275,Major page business push allow challenge east.,94556,79800,0
79553a72-bfb6-4b70-be95-09d9c6678450,2023-03-05,225.21519975341965,b7a8ac96-6d68-4400-a26b-9e238e6b5965,PayPal,3954c809-7286-405d-8675-9f30ef51fae7,North Williamhaven,Tablet,Transfer,Completed,Electronics,AUD,Morning,Tuesday,MacOS,118.156.1.127,60,Female,"Brooks, Lopez and Williams",1.8854252340978477,31865.46169580041,Teacher within treat kind car writer economic pass.,90842,69461,0
cb24e006-db7a-4151-b8c4-d3b83c3f7e5f,2024-03-16,497.09860248088324,a1b410e7-0430-4a31-9dd2-0a72a95caf8d,Cryptocurrency,d6d9e41b-4b31-43cf-95ff-a7df5c9f26a2,San Francisco,Smart TV,Withdrawal,Failed,Clothing,GBP,Night,Friday,Linux,26.71.36.144,70,Other,"Mcmahon, Williams and Gray",2.1756095643038678,51678.10196647878,Despite argue court dream threat.,11130,17203,1
c1d018e3-21d0-4fde-974f-697164bfc295,2024-01-01,254.9435379269405,5541667a-aa8b-4a2f-b062-8fe190e5bf6a,PayPal,df9c5e8d-c051-4533-98ef-4f8276e40929,New Luismouth,Desktop,Purchase,Pending,Travel,JPY,Night,Sunday,MacOS,121.173.224.1,42,Male,Adkins-Bush,0.34510714325621467,72184.90765135671,Religious little table above project relate less.,45714,57267,1
3cb48a31-07da-4949-8676-5a17a2e57dcf,2024-01-22,9.265545895311563,38dcd1f8-2d3f-4a20-b058-f2cf886d60ad,Bank Transfer,9b338abb-7bb8-4d3b-a468-7de1600b1d91,West Kelly,Desktop,Withdrawal,Pending,Entertainment,GBP,Evening,Monday,Android,56.159.118.105,36,Other,Kennedy Ltd,0.8510921520024328,49231.85676956435,Radio information water put ability.,43178,13777,0
ad6fbdf5-1fec-45a7-aada-0aab4f6adc5e,2024-04-17,52.44635605388545,8c0cf2aa-fba0-4c7a-9b05-9e930ae33f12,PayPal,43a7545c-9875-4b7c-9bd2-ac687e42b695,San Francisco,Smart TV,Purchase,Failed,Electronics,GBP,Morning,Sunday,Linux,90.30.231.107,28,Female,Cole Ltd,11.026996507784416,55457.420113862885,Statement door any number medical.,66520,79598,1
2a824364-4a90-4f5c-8fa7-5d37c85bd3e5,2022-06-14,4.628196568683196,f89d2482-fa93-4c74-a472-70f74ef27b96,Bank Transfer,16f221a2-de3a-43ec-af0d-cb43ef2fd86a,Lake Loriland,Mobile,Purchase,Failed,Clothing,GBP,Afternoon,Sunday,Windows,62.41.109.156,62,Male,Booker Ltd,0.1485343476273856,52028.70422766064,Attorney many soon brother already.,84740,01841,0
0505030f-e485-408c-87f0-4c0805dca5f7,2022-11-03,39.35320868030868,89c95021-f985-4299-b719-4eceda851e52,Credit Card,021f2faa-1480-418f-b3fc-9f54e194a2e3,Sullivantown,Desktop,Transfer,Completed,Electronics,EUR,Evening,Tuesday,Linux,114.255.135.153,52,Other,Robinson-Johnson,0.9311339489407747,50200.77933357957,Customer night stock hold scientist page.,43081,96173,0
79663395-5fe4-40a2-ac95-11cdaf2283ff,2023-02-18,49.21302917942186,314d50dc-6e7b-4f79-9716-b353207919a4,Cryptocurrency,7acdc110-04df-4d81-ab5d-38851e6739be,Phillipschester,Tablet,Transfer,Pending,Entertainment,EUR,Morning,Saturday,Windows,77.26.255.211,50,Male,Blackwell PLC,0.4760400455923535,36677.98174855982,Hand huge current seem executive positive physical.,87067,65219,0
cde460a3-b516-4896-abb5-f0ede9bce436,2024-05-04,31.65604432088257,e7a248c6-c540-4c08-829f-668b0dbb3037,Bank Transfer,2c1c99a1-7544-4d60-8539-49de217c7b80,East Kevin,Desktop,Withdrawal,Pending,Entertainment,GBP,Morning,Saturday,Windows,161.79.126.63,22,Male,Kelly LLC,0.6616546372689498,56872.664839592275,Section treatment particular else we tree red mouth.,39021,85947,0
183aa87c-f500-4664-8e4c-329714d36352,2022-12-04,176.45578652409338,ca7edef3-b672-4ae1-8b40-64fd8d616c3f,PayPal,f3924625-3463-4dc5-9360-b2244a643a5b,Chapmanview,Tablet,Payment,Pending,Travel,JPY,Evening,Sunday,Android,63.244.101.159,52,Male,"Rush, Hernandez and Mcdonald",1.2593433075572815,37119.907970846965,Drug cause nature.,34553,21369,0
e1b1c16f-fe48-4e57-a5dd-1680e4bdc819,2024-01-01,44.12269995298701,40b70ac4-643a-43d5-b2f3-b1e02ea2be93,Cryptocurrency,0531206c-6ace-4e55-9020-1ae68836f9ec,East Victoriafurt,Mobile,Withdrawal,Failed,Clothing,AUD,Night,Wednesday,MacOS,88.227.40.226,20,Female,"Griffin, Richardson and Bell",8.621316996529895,77715.06675753609,Sister want get nature up.,21800,35989,0
0eb8e274-bd7e-4c95-8819-1697548f960b,2022-07-25,32.98028401342492,a1144617-0efb-4d97-8f14-ad3dbb2a4fcb,Cryptocurrency,64c97ece-d322-46bc-88a5-861f0f249224,Weaverberg,Tablet,Purchase,Completed,Grocery,AUD,Evening,Thursday,MacOS,58.217.51.202,48,Female,"Hernandez, Bentley and Chaney",3.346752474991549,35409.86749838295,White knowledge book article oil chair.,39734,14582,0
91eb4371-356d-425c-90f9-8443921c42af,2023-11-03,78.2407083207746,822720e8-ffba-46f2-af06-d430a382a1a0,Bank Transfer,09c92b60-898a-40fa-aa55-dbd7e9c76b1a,North Jenniferborough,Desktop,Transfer,Completed,Electronics,AUD,Evening,Sunday,Windows,42.190.43.185,29,Male,"Edwards, Gillespie and Smith",0.5507168016033438,70050.04271343272,Learn than movement financial city once he.,66695,68785,0
